Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Attack_Type,Malicious_Prob,Trans_Rate,PDR,Delay,Energy,Path_Selected,Packet_Loss,Anomaly_Score,Label
N121,0.86,0.349,0.604,Sybil Attack,0.273,39,92.02,46.82,3.528,P4->P19->P30,40.34,0.737,0
N18,0.472,0.209,0.34,Normal,0.73,10,86.69,10.44,3.547,P6->P16->P27,2.32,0.964,0
N16,0.535,0.928,0.732,Normal,0.486,97,74.24,28,0.67,P2->P14->P24,26.87,0.231,0
N83,0.486,0.954,0.72,Normal,0.647,28,84.07,6.41,1.175,P4->P16->P27,1.67,0.414,0
N87,0.994,0.857,0.926,Sybil Attack,0.612,51,82.57,12.79,1.86,P9->P18->P21,21.86,0.219,1
N54,0.756,0.478,0.617,Normal,0.642,31,50.61,9.4,4.301,P4->P18->P23,57.91,0.648,0
N40,0.255,0.354,0.304,Sybil Attack,0.222,19,67.8,30.26,3.504,P2->P16->P22,54.98,0.424,0
N178,0.702,0.358,0.53,Normal,0.2,75,95.31,6.75,1.013,P10->P19->P21,18.82,0.946,0
N77,0.563,0.547,0.555,Sybil Attack,0.92,28,92.12,15.3,1.877,P3->P15->P30,43.7,0.331,1
N76,0.357,0.825,0.591,Normal,0.307,94,66.41,6.2,1.887,P3->P11->P27,22.24,0.259,0
N176,0.433,0.85,0.642,Sybil Attack,0.13,67,58.02,25.17,0.679,P1->P14->P21,24.7,0.172,0
N76,0.868,0.655,0.762,Normal,0.723,69,64.4,35,4.454,P4->P18->P21,45.86,0.444,0
N4,0.494,0.92,0.707,Normal,0.594,63,77.3,22.37,2.993,P7->P13->P21,51.29,0.335,0
N75,0.881,0.526,0.704,Normal,0.474,97,67.95,14.49,0.939,P6->P13->P26,47.33,0.943,0
N17,0.994,0.284,0.639,Normal,0.808,96,65.89,47.77,1.204,P2->P14->P23,26.3,0.372,0
N1,0.792,0.75,0.771,Normal,0.152,57,95.6,28.52,4.994,P1->P18->P27,41.39,0.465,0
N140,0.405,0.232,0.318,Sybil Attack,0.374,29,56.87,23.72,3.92,P8->P17->P23,22.61,0.674,0
N162,0.883,0.55,0.716,Normal,0.292,94,95.99,48.49,1.671,P4->P13->P27,46.29,0.596,0
N17,0.81,0.964,0.887,Sybil Attack,0.662,90,98.45,36.74,1.112,P5->P12->P29,18.23,0.454,1
N51,0.538,0.783,0.661,Sybil Attack,0.002,72,56.85,12.71,1.344,P7->P11->P28,53.76,0.573,0
N106,0.738,0.695,0.716,Normal,0.694,36,54.28,23.54,0.611,P5->P13->P21,44.19,0.503,0
N66,0.647,0.822,0.734,Sybil Attack,0.429,38,99.63,10.52,2.306,P10->P18->P27,33.65,0.507,0
N75,0.936,0.224,0.58,Normal,0.432,67,61.22,15.59,3.125,P8->P11->P23,23.01,0.199,0
N63,0.778,0.368,0.573,Normal,0.084,78,91.27,37.71,1.008,P10->P14->P23,9.57,0.067,0
N173,0.442,0.853,0.648,Sybil Attack,0.895,28,60.38,30.01,1.579,P8->P19->P30,26,0.973,1
N194,0.489,0.918,0.704,Normal,0.445,81,58.46,45.64,4.432,P2->P12->P22,44.65,0.589,0
N16,0.536,0.918,0.727,Normal,1,31,61.31,35.02,4.352,P10->P15->P25,24.03,0.891,0
N164,0.833,0.522,0.678,Normal,0.74,55,70.47,32.66,3.986,P9->P12->P26,49.78,0.938,0
N17,0.644,0.995,0.82,Normal,0.298,95,76.92,35.62,4.81,P3->P20->P24,51.04,0.597,0
N85,0.229,0.71,0.47,Normal,0.594,77,61.07,40.55,2.429,P6->P17->P27,12.56,0.26,0
N55,0.738,0.593,0.666,Normal,0.992,56,81.31,22.05,3.173,P8->P16->P27,27.47,0.647,0
N90,0.881,0.587,0.734,Sybil Attack,0.565,76,51.15,43.03,4.748,P8->P14->P25,5.43,0.844,1
N59,0.515,0.312,0.414,Sybil Attack,0.069,90,75.06,5.52,4.817,P8->P20->P25,46.61,0.648,0
N127,0.591,0.726,0.658,Normal,0.035,67,98.37,49.69,1.863,P7->P17->P28,16.48,0.12,0
N188,0.638,0.285,0.462,Sybil Attack,0.272,80,87.46,12.24,4.008,P9->P15->P28,48.42,0.714,0
N31,0.618,0.981,0.8,Normal,0.817,16,59.56,8.41,2.576,P6->P12->P25,58.7,0.307,0
N16,0.63,0.827,0.728,Normal,0.453,77,52.88,12.53,2.107,P2->P14->P23,47.38,0.851,0
N150,0.559,0.859,0.709,Normal,0.273,88,99.63,14,0.599,P8->P11->P26,3.02,0.266,0
N53,0.772,0.746,0.759,Sybil Attack,0.314,21,98.78,6.8,4.332,P6->P11->P24,42.24,0.912,0
N111,0.254,0.549,0.402,Sybil Attack,0.801,67,67.45,17.63,0.693,P3->P18->P24,15.45,0.932,1
N30,0.284,0.658,0.471,Normal,0.103,25,52.76,34.98,2.369,P2->P14->P21,25.96,0.664,0
N71,0.432,0.671,0.552,Normal,0.021,85,65.51,20.69,2.704,P4->P15->P24,27.36,0.522,0
N32,0.545,0.76,0.653,Sybil Attack,0.107,82,88.56,37.63,3.49,P4->P18->P26,10.06,0.13,0
N118,0.509,0.282,0.395,Normal,0.926,75,51.34,42.4,1.376,P10->P18->P30,42.79,0.582,0
N48,0.261,0.48,0.37,Sybil Attack,0.35,18,80.59,28.24,1.975,P7->P13->P30,39.47,0.454,0
N165,0.611,0.711,0.661,Normal,0.917,58,51.52,34.55,1.796,P4->P14->P30,49.82,0.129,0
N76,0.406,0.351,0.378,Normal,0.799,30,59.9,14.88,0.765,P6->P17->P23,31.02,0.739,0
N164,0.785,0.358,0.572,Sybil Attack,0.185,72,88.41,38.19,1.431,P8->P11->P21,10.64,0.399,0
N178,0.432,0.471,0.452,Normal,0.471,78,93.51,28.22,3.46,P10->P12->P30,2.13,0.712,0
N103,0.358,0.569,0.463,Normal,0.148,80,75.5,39.72,4.451,P3->P16->P25,4.69,0.975,0
N68,0.51,0.839,0.674,Normal,0.71,97,54.32,12.86,1.86,P1->P12->P30,7.74,0.476,0
N146,0.806,0.739,0.772,Sybil Attack,0.909,52,84.06,44.12,2.746,P4->P17->P28,22.02,0.048,1
N99,0.999,0.357,0.678,Sybil Attack,0.395,33,73.87,8.09,2.537,P4->P17->P22,34.5,0.913,0
N55,0.619,0.737,0.678,Sybil Attack,0.491,78,81.01,10.21,2.191,P2->P17->P22,48.43,0.966,0
N122,0.495,0.341,0.418,Normal,0.54,60,59.3,44.7,1.974,P3->P18->P22,8.99,0.124,0
N83,0.599,0.981,0.79,Normal,0.866,97,70.21,25.81,4.534,P3->P19->P21,57.6,0.845,0
N9,0.204,0.667,0.436,Sybil Attack,0.528,31,78.37,14.8,4.037,P10->P12->P21,0.45,0.443,1
N80,0.257,0.56,0.409,Normal,0.608,75,77.17,15,1.334,P1->P20->P22,8.39,0.52,0
N126,0.278,0.571,0.424,Normal,0.963,28,67.67,32.04,3.337,P9->P15->P21,49.05,0.924,0
N49,0.314,0.769,0.542,Normal,0.709,85,98.67,35.08,4.65,P10->P16->P25,43.9,0.05,0
N189,0.376,0.382,0.379,Sybil Attack,0.138,24,52.22,26.83,4.32,P10->P16->P22,41.28,0.872,0
N125,0.742,0.39,0.566,Sybil Attack,0.397,91,54.88,27.17,1.391,P7->P12->P21,27.69,0.669,0
N86,0.926,0.477,0.702,Sybil Attack,0.255,63,98.63,46.08,1.004,P1->P18->P26,11.19,0.218,0
N149,0.222,0.681,0.452,Normal,0.663,93,59.12,21.57,1.021,P4->P16->P23,29.77,0.528,0
N87,0.275,0.931,0.603,Normal,0.365,37,89.63,28.22,3.163,P1->P14->P29,19.79,0.491,0
N173,0.396,0.631,0.514,Normal,0.061,78,58.99,8.11,1.985,P5->P15->P21,15.14,0.782,0
N133,0.404,0.862,0.633,Sybil Attack,0.985,35,94.85,44.46,1.912,P9->P17->P26,23.85,0.224,1
N104,0.829,0.632,0.73,Sybil Attack,0.566,63,98.71,22.72,2.288,P8->P11->P22,42.57,0.746,1
N173,0.772,0.293,0.532,Sybil Attack,0.035,75,53.95,20.38,3.326,P2->P13->P30,49.55,0.295,0
N178,0.272,0.708,0.49,Sybil Attack,0.616,17,83.98,16.33,4.327,P3->P20->P26,23.74,0.074,1
N172,0.792,0.708,0.75,Normal,0.839,66,68.72,48.95,2,P2->P17->P27,5.96,0.686,0
N44,0.725,0.719,0.722,Normal,0.064,77,84.92,11.42,2.682,P1->P16->P24,3.38,0.931,0
N88,0.374,0.285,0.33,Sybil Attack,0.226,44,71.82,33.91,3.635,P3->P16->P23,18.33,0.481,0
N29,0.412,0.903,0.658,Normal,0.71,31,53.53,17.06,1.476,P1->P19->P29,59.54,0.696,0
N83,0.658,0.923,0.79,Sybil Attack,0.514,48,62.29,12.42,1.327,P7->P18->P26,52.31,0.146,1
N31,0.661,0.903,0.782,Sybil Attack,0.655,77,80.9,20.75,1.249,P5->P19->P26,24.34,0.605,1
N100,0.921,0.962,0.942,Normal,0.504,22,53.29,25.09,0.671,P1->P18->P28,8.53,0.231,0
N58,0.606,0.696,0.651,Normal,0.37,77,56.04,42.76,4.985,P6->P14->P22,58.67,0.323,0
N138,0.527,0.454,0.491,Sybil Attack,0.609,54,76.22,45.59,0.786,P4->P16->P21,16.51,0.651,1
N171,0.693,0.584,0.638,Normal,0.674,74,89.22,9.34,0.861,P8->P17->P26,2.3,0.967,0
N52,0.501,0.655,0.578,Normal,0.213,99,88.26,17.96,3.057,P2->P16->P28,2.38,0.744,0
N85,0.493,0.783,0.638,Normal,0.545,82,53.71,41.47,0.576,P10->P18->P26,16.03,0.802,0
N154,0.361,0.301,0.331,Sybil Attack,0.167,16,67.01,6.59,0.782,P2->P18->P25,48.49,0.101,0
N87,0.782,0.432,0.607,Normal,0.096,19,82.43,40.8,1.053,P7->P17->P22,15.19,0.702,0
N69,0.656,0.714,0.685,Normal,0.459,32,65.27,30.97,3.114,P4->P16->P30,57.81,0.989,0
N122,0.763,0.896,0.83,Sybil Attack,0.851,51,92.54,9.06,3.011,P1->P20->P29,34.44,0.834,1
N200,0.966,0.589,0.778,Sybil Attack,0.801,58,88.29,49.35,2.527,P4->P14->P29,40.13,0.549,1
N132,0.856,0.627,0.742,Sybil Attack,0.943,68,76.41,9.25,2.59,P8->P18->P27,9.71,0.451,1
N81,0.93,0.562,0.746,Sybil Attack,0.809,18,95.34,7.83,1.799,P1->P20->P23,38.11,0.568,1
N161,0.822,0.782,0.802,Normal,0.093,64,78,48.48,3.17,P10->P15->P23,13.02,0.234,0
N200,0.912,0.423,0.668,Normal,0.735,35,55.44,37.48,2.292,P8->P12->P29,24.12,0.376,0
N50,0.266,0.218,0.242,Normal,0.88,52,86.64,22.52,1.247,P8->P19->P30,58.1,0.355,0
N88,0.65,0.456,0.553,Sybil Attack,0.57,46,90.91,25.21,4.901,P6->P16->P28,59.03,0.61,1
N93,0.669,0.577,0.623,Sybil Attack,0.024,69,84.8,35.05,0.665,P2->P16->P24,10.35,0.562,0
N83,0.526,0.438,0.482,Normal,0.864,46,79.05,30.17,0.963,P4->P18->P25,40.57,0.313,0
N40,0.843,0.935,0.889,Sybil Attack,0.196,64,57.85,49.72,1.185,P2->P12->P26,44.88,0.939,0
N77,0.21,0.282,0.246,Sybil Attack,0.013,54,81.19,47.24,4.629,P8->P11->P22,43.7,0.759,0
N168,0.974,0.969,0.972,Normal,0.857,76,64.71,49.23,4.504,P3->P20->P28,6.05,0.823,0
N115,0.65,0.263,0.456,Sybil Attack,0.683,30,55.74,20.81,4.067,P9->P13->P23,25.61,0.24,1
N114,0.623,0.367,0.495,Normal,0.288,71,86.89,44.07,0.704,P9->P17->P27,1.49,0.778,0
N124,0.647,0.724,0.686,Sybil Attack,0.886,83,81.85,48.89,2.235,P8->P20->P24,22.1,0.695,1
N131,0.596,0.274,0.435,Sybil Attack,0.864,14,61.85,32.38,2.855,P6->P15->P25,7.31,0.076,1
N150,0.551,0.215,0.383,Sybil Attack,0.091,34,94.95,22.88,0.998,P10->P16->P29,40.73,0.317,0
N89,0.213,0.825,0.519,Sybil Attack,0.433,16,98.75,33.92,3.599,P2->P11->P28,56.48,0.933,0
N39,0.585,0.746,0.666,Sybil Attack,0.222,39,73.65,47.21,4.096,P6->P18->P25,32.86,0.563,0
N10,0.903,0.559,0.731,Normal,0.802,21,81.76,14.11,1.833,P6->P18->P21,41.02,0.169,0
N27,0.932,0.224,0.578,Sybil Attack,0.497,59,81.85,35.98,4.908,P1->P12->P24,29.41,0.561,0
N59,0.592,0.333,0.462,Sybil Attack,0.42,59,75.91,15.41,2.999,P5->P19->P27,27.1,0.516,0
N158,0.809,0.399,0.604,Sybil Attack,0.633,16,71.43,5.67,0.736,P7->P18->P24,57.73,0.242,1
N41,0.739,0.889,0.814,Normal,0.296,79,69.6,42.3,4.855,P7->P11->P28,44.11,0.832,0
N151,0.703,0.821,0.762,Normal,0.553,29,81.12,18.5,1.548,P8->P17->P25,25.33,0.68,0
N167,0.787,0.321,0.554,Normal,0.699,33,60.92,12.71,0.582,P9->P16->P30,30.13,0.319,0
N135,0.418,0.503,0.46,Sybil Attack,0.016,38,94.65,17.48,1.312,P7->P14->P23,48.89,0.872,0
N144,0.365,0.991,0.678,Sybil Attack,0.676,58,67.53,15.92,0.997,P2->P17->P28,54.98,0.856,1
N92,0.798,0.347,0.572,Sybil Attack,0.542,13,50.56,32.73,3.511,P9->P15->P22,36.43,0.109,1
N19,0.68,0.723,0.702,Sybil Attack,0.232,85,82.95,28.13,3.568,P9->P17->P27,28.6,0.621,0
N177,0.816,0.506,0.661,Normal,0.149,15,66,5.56,3.802,P6->P14->P23,37.57,0.477,0
N26,0.876,0.571,0.724,Normal,0.16,11,78.73,29.32,2.764,P8->P17->P27,48.25,0.339,0
N167,0.21,0.482,0.346,Normal,0.444,94,74.17,7.75,4.453,P9->P12->P29,16.33,0.497,0
N19,0.799,0.246,0.522,Normal,0.766,66,56.66,46.75,2.66,P5->P15->P29,12.38,0.651,0
N37,0.357,0.286,0.322,Sybil Attack,0.56,96,69.55,48.77,3.841,P9->P16->P29,33.2,0.741,1
N11,0.413,0.627,0.52,Sybil Attack,0.675,59,93.72,36.45,2.388,P9->P11->P27,17.74,0.68,1
N76,0.59,0.211,0.4,Normal,0.012,81,64.12,46.93,2.917,P2->P19->P23,42.04,0.535,0
N109,0.608,0.579,0.593,Sybil Attack,0.079,69,71.81,46.17,3.046,P9->P11->P22,18.52,0.057,0
N137,0.937,0.736,0.836,Sybil Attack,0.995,55,51.08,49.72,1.118,P7->P12->P22,1.18,0.568,1
N53,0.767,0.622,0.694,Normal,0.061,28,64.93,24.27,1.805,P5->P12->P27,59.72,0.981,0
N136,0.741,0.944,0.842,Normal,0.385,40,66.88,35,0.865,P5->P16->P26,7.71,0.71,0
N38,0.753,0.457,0.605,Normal,0.914,78,98.02,22.69,2.34,P3->P12->P28,36.35,0.19,0
N140,0.654,0.764,0.709,Normal,0.95,67,92.71,8.36,3.02,P6->P19->P28,14.5,0.997,0
N145,0.975,0.417,0.696,Normal,0.149,84,87.5,30.71,2.383,P1->P14->P24,27.22,0.983,0
N186,0.851,0.92,0.886,Sybil Attack,0.341,79,55.22,28.57,2.459,P8->P18->P27,13.31,0.047,0
N195,0.516,0.746,0.631,Normal,0.356,21,84.83,49.02,4.291,P10->P20->P30,45.97,0.778,0
N67,0.506,0.659,0.582,Sybil Attack,0.943,29,88.37,37.41,4.099,P10->P13->P23,35.55,0.197,1
N34,0.958,0.781,0.869,Sybil Attack,0.341,26,56.44,17.88,4.918,P2->P16->P30,42.7,0.591,0
N21,0.829,0.709,0.769,Sybil Attack,0.946,22,96.4,43.86,0.807,P6->P12->P23,11.48,0.57,1
N157,0.793,0.555,0.674,Sybil Attack,0.388,58,56.24,6.5,3.877,P9->P16->P23,38.05,0.666,0
N154,0.408,0.758,0.583,Normal,0.259,27,90.62,30.99,1.756,P7->P19->P21,11.53,0.179,0
N64,0.694,0.317,0.505,Sybil Attack,0.437,50,94.29,15.33,2.065,P4->P15->P24,53.03,0.417,0
N188,0.428,0.846,0.637,Sybil Attack,0.654,74,91.7,37.3,0.912,P6->P15->P30,12.87,0.537,1
N37,0.286,0.767,0.526,Sybil Attack,0.031,48,88.24,10.69,4.414,P1->P20->P28,35.94,0.483,0
N188,0.975,0.402,0.688,Normal,0.287,31,91.24,32.49,3.287,P10->P15->P26,48.02,0.733,0
N193,0.814,0.745,0.78,Normal,0.5,69,81.25,27.94,1.03,P9->P20->P28,53.56,0.806,0
N76,0.724,0.217,0.47,Sybil Attack,0.676,23,90.64,23.89,4.134,P1->P19->P24,43.93,0.685,1
N52,0.496,0.46,0.478,Normal,0.866,86,86.69,27.7,2.977,P1->P17->P25,31.9,0.905,0
N174,0.947,0.897,0.922,Normal,0.045,36,84.94,15.26,1.761,P1->P20->P25,18.28,0.03,0
N178,0.522,0.822,0.672,Sybil Attack,0.054,14,57.26,27.87,3.755,P4->P11->P30,40.02,0.547,0
N153,0.769,0.253,0.511,Normal,0.881,22,99.71,38.81,4.951,P5->P19->P29,18.62,0.613,0
N41,0.394,0.805,0.6,Normal,0.848,32,82.83,40.49,1.085,P8->P13->P22,16.66,0.183,0
N98,0.539,0.901,0.72,Normal,0.617,88,91.56,37.92,1.45,P10->P12->P24,2.97,0.142,0
N196,0.527,0.966,0.746,Sybil Attack,0.336,92,84.47,32.36,4.675,P9->P14->P22,11.56,0.879,0
N185,0.266,0.963,0.614,Normal,0.343,41,92.47,21.5,4.596,P2->P12->P25,2.97,0.384,0
N95,0.916,0.754,0.835,Sybil Attack,0.645,79,79.58,19.21,3.996,P1->P16->P29,27.89,0.727,1
N62,0.254,0.876,0.565,Normal,0.109,90,69.72,19.21,4.228,P4->P17->P28,32.27,0.725,0
N38,0.786,0.307,0.546,Sybil Attack,0.585,99,73.77,16.26,2.864,P1->P15->P30,51.12,0.464,1
N94,0.371,0.986,0.678,Normal,0.718,14,70.73,43.96,0.824,P8->P13->P22,17.09,0.613,0
N60,0.688,0.379,0.534,Sybil Attack,0.439,89,84.78,22.07,4.621,P2->P20->P26,15.57,0.374,0
N109,0.687,0.255,0.471,Sybil Attack,0.103,31,94.04,30.38,1.674,P2->P12->P27,30.45,0.976,0
N159,0.629,0.56,0.594,Sybil Attack,0.122,63,76.93,8.97,3.278,P3->P17->P23,51.21,0.127,0
N169,0.609,0.769,0.689,Sybil Attack,0.173,12,83.32,8.23,3.951,P4->P16->P25,22.49,0.314,0
N186,0.779,0.971,0.875,Sybil Attack,0.681,81,67.25,16.8,2.41,P7->P15->P23,21.73,0.142,1
N35,0.229,0.722,0.476,Sybil Attack,0.449,35,89.68,43.35,1.2,P2->P17->P29,17.76,0.534,0
N34,0.794,0.83,0.812,Normal,0.03,81,55.02,45.69,0.679,P1->P13->P22,6.99,0.239,0
N99,0.575,0.724,0.65,Sybil Attack,0.337,20,70.98,12.35,3.998,P4->P19->P24,29.55,0.75,0
N131,0.777,0.467,0.622,Normal,0.635,61,54.25,10.05,1.527,P8->P16->P24,8.13,0.096,0
N159,0.682,0.711,0.696,Sybil Attack,0.9,99,98.91,43.93,1.055,P9->P18->P24,40.4,0.781,1
N73,0.423,0.3,0.362,Normal,0.561,11,94.81,14.31,3.904,P9->P11->P27,39.5,0.044,0
N156,0.89,0.828,0.859,Sybil Attack,0.494,93,63.71,30.2,3.651,P4->P18->P24,9.6,0.603,0
N187,0.389,0.904,0.647,Normal,0.423,99,73.66,5.93,0.994,P1->P13->P23,48.21,0.471,0
N129,0.506,0.265,0.386,Normal,0.027,10,75.96,8.33,2.748,P4->P13->P21,13.74,0.038,0
N15,0.786,0.975,0.881,Normal,0.94,94,96.13,10.81,0.515,P4->P12->P27,2.24,0.294,0
N195,0.387,0.425,0.406,Sybil Attack,0.163,64,51.86,35.12,3.446,P8->P17->P29,27.94,0.602,0
N20,0.604,0.897,0.75,Normal,0.008,39,82.88,26.47,3.225,P8->P16->P26,9.83,0.552,0
N182,0.78,0.323,0.552,Sybil Attack,0.349,54,72.33,31.34,4.64,P10->P14->P22,58.73,0.929,0
N188,0.945,0.928,0.936,Sybil Attack,0.869,52,75.44,37.81,1.218,P1->P16->P22,55.55,0.089,1
N51,0.78,0.922,0.851,Sybil Attack,0.112,35,97.55,22.83,0.641,P1->P14->P29,57.14,0.553,0
N21,0.848,0.443,0.646,Normal,0.932,50,78.02,30.54,2.107,P7->P17->P26,19.54,0.228,0
N103,0.414,0.946,0.68,Normal,0.384,19,77.26,38.46,1.803,P3->P20->P27,36.61,0.953,0
N74,0.609,0.498,0.554,Sybil Attack,0.321,21,65.85,22,0.763,P7->P19->P25,25.28,0.191,0
N22,0.309,0.829,0.569,Normal,0.882,76,79.85,22.34,2.595,P5->P14->P22,40.02,0.209,0
N154,0.769,0.771,0.77,Sybil Attack,0.728,32,80.58,14.16,1.042,P9->P15->P26,15.52,0.127,1
N52,0.6,0.601,0.6,Sybil Attack,0.525,39,70.79,28.45,1.063,P4->P14->P24,1.22,0.224,1
N151,0.365,0.453,0.409,Normal,0.536,16,50.53,44.27,3.621,P3->P18->P21,46.19,0.071,0
N195,0.595,0.985,0.79,Sybil Attack,0.086,14,91.33,49.09,2.089,P3->P19->P26,41.74,0.534,0
N36,0.855,0.822,0.838,Normal,0.72,97,60.16,40.83,1.537,P9->P12->P21,31.93,0.579,0
N72,0.239,0.509,0.374,Normal,0.404,74,83,13.14,2.733,P9->P13->P29,49.74,0.456,0
N14,0.46,0.917,0.688,Sybil Attack,0.734,69,93.96,18.77,3.291,P7->P12->P27,25.38,0.759,1
N149,0.788,0.611,0.7,Sybil Attack,0.955,58,86.76,17.07,2.924,P4->P16->P28,43.72,0.508,1
N189,0.236,0.98,0.608,Sybil Attack,0.483,17,93.9,16.07,4.427,P5->P17->P21,59.13,0.14,0
N194,0.705,0.965,0.835,Normal,0.019,95,50.25,21.41,2.851,P10->P15->P30,38.99,0.085,0
N162,0.502,0.338,0.42,Sybil Attack,0.043,76,60.76,33.46,2.806,P7->P14->P28,56.75,0.001,0
N113,0.225,0.641,0.433,Normal,0.955,15,88.5,30.02,2.928,P3->P20->P27,28.47,0.673,0
N171,0.372,0.551,0.462,Normal,0.317,26,50.51,45.06,1.934,P4->P19->P30,20.08,0.828,0
N169,0.993,0.603,0.798,Sybil Attack,0.754,22,89.98,39.29,1.684,P2->P11->P27,8.56,0.484,1
N57,0.586,0.619,0.602,Normal,0.37,51,97.31,38.02,4.57,P9->P17->P26,35.73,0.46,0
N70,0.878,0.617,0.748,Normal,0.267,10,73.23,47.84,3.336,P10->P19->P21,6.32,0.157,0
N174,0.601,0.437,0.519,Sybil Attack,0.2,92,90.86,39.33,4.045,P3->P17->P21,54.43,0.047,0
N85,0.545,0.487,0.516,Sybil Attack,0.524,42,66.77,31.11,1.71,P1->P12->P25,12.09,0.8,1
N5,0.416,0.377,0.396,Normal,0.984,66,85.18,11.77,2.811,P9->P11->P27,10.49,0.274,0
N6,0.832,0.341,0.586,Sybil Attack,0.824,62,97.97,34.14,1.27,P8->P18->P30,39.42,0.954,1
N102,0.962,0.531,0.746,Normal,0.416,62,76.72,39.31,4.435,P1->P12->P30,44.82,0.993,0
N67,0.572,0.961,0.766,Sybil Attack,0.225,41,55.07,49.23,1.025,P8->P17->P25,49.27,0.604,0
N121,0.447,0.748,0.598,Normal,0.705,73,54.35,21.81,1.514,P6->P15->P29,34.65,0.633,0
N150,0.525,0.661,0.593,Sybil Attack,0.983,33,97.64,5.49,3.384,P10->P11->P25,1.18,0.14,1
N119,0.899,0.837,0.868,Normal,0.532,81,50.71,25.57,4.168,P2->P17->P23,42.92,0.263,0
N121,0.543,0.515,0.529,Normal,0.533,14,54.24,25.67,2.412,P10->P11->P26,6.9,0.236,0
N72,0.266,0.444,0.355,Sybil Attack,0.505,96,56.46,44.44,0.766,P10->P16->P28,26.69,0.038,1
N19,0.222,0.462,0.342,Normal,0.529,51,77.47,35.57,3.043,P2->P16->P29,39.18,0.285,0
N118,0.423,0.84,0.632,Normal,0.692,67,83.53,12.53,1.222,P9->P15->P24,54.43,0.43,0
N72,0.275,0.481,0.378,Sybil Attack,0.715,50,91.64,12.32,1.66,P4->P13->P28,59.99,0.152,1
N8,0.799,0.886,0.842,Sybil Attack,0.063,89,75.5,34.52,0.717,P5->P15->P23,43.98,0.906,0
N27,0.444,0.591,0.518,Sybil Attack,0.982,65,61.43,42.69,4.361,P9->P14->P28,38.63,0.32,1
N52,0.75,0.58,0.665,Normal,0.948,95,87.18,9.42,0.785,P3->P15->P29,57.39,0.882,0
N27,0.311,0.767,0.539,Normal,0.841,68,56.72,37.31,0.816,P6->P19->P28,58.99,0.856,0
N126,0.6,0.571,0.585,Sybil Attack,0.303,96,99.25,29.7,4.523,P10->P19->P23,19.22,0.356,0
N94,0.721,0.855,0.788,Normal,0.194,35,81.48,7.23,0.679,P9->P17->P29,6.86,0.934,0
N111,0.432,0.726,0.579,Normal,0.742,96,76.6,17.09,4.069,P8->P14->P22,13.8,0.2,0
N57,0.513,0.765,0.639,Sybil Attack,0.622,41,59.19,5.65,3.203,P2->P19->P22,2.02,0.16,1
N70,0.212,0.597,0.404,Sybil Attack,0.771,34,75.44,14.62,3.394,P1->P13->P30,6.64,0.903,1
N89,0.523,0.913,0.718,Normal,0.443,10,93.28,27.32,3.372,P9->P11->P28,2.73,0.023,0
N143,0.422,0.745,0.584,Normal,0.138,94,55.04,47.67,3.805,P5->P17->P27,23.37,0.83,0
N200,0.554,0.377,0.466,Sybil Attack,0.551,82,95.87,16.13,3.542,P8->P13->P30,28.24,0.37,1
N90,0.493,0.836,0.664,Normal,0.012,29,56.8,39.25,2.138,P10->P20->P26,19.53,0.5,0
N21,0.813,0.257,0.535,Normal,0.561,62,89.99,22.04,1.97,P2->P14->P26,54.58,0.379,0
N100,0.573,0.414,0.493,Normal,0.835,88,70.36,6.71,1.457,P4->P19->P22,7.9,0.044,0
N43,0.596,0.41,0.503,Sybil Attack,0.446,22,51.25,18.5,4.779,P1->P13->P26,58.06,0.357,0
N91,0.482,0.669,0.576,Sybil Attack,0.391,49,89.3,11.18,2.494,P9->P11->P23,26.1,0.455,0
N192,0.37,0.211,0.29,Sybil Attack,0.76,25,61.9,16.71,0.732,P9->P17->P27,3.27,0.528,1
N8,0.389,0.404,0.396,Normal,0.86,34,70.51,41.92,4.268,P2->P16->P27,10.02,0.589,0
N144,0.552,0.959,0.756,Normal,0.186,33,53.12,15.74,2.475,P4->P19->P30,49.78,0.975,0
N22,0.681,0.741,0.711,Sybil Attack,0.55,63,56.39,41.47,3.954,P1->P15->P22,24.94,0.055,1
N147,0.622,0.514,0.568,Sybil Attack,0.005,41,63.41,43.07,2.497,P7->P14->P23,46.34,0.531,0
N153,0.652,0.807,0.73,Sybil Attack,0.649,23,98.99,49.7,2.228,P2->P14->P21,12.58,0.377,1
N111,0.712,0.522,0.617,Sybil Attack,0.078,46,76.78,23.35,1.275,P5->P11->P28,45.93,0.565,0
N181,0.767,0.913,0.84,Normal,0.973,37,68.45,45.92,1.471,P2->P12->P26,21.12,0.093,0
N143,0.812,0.57,0.691,Sybil Attack,0.169,87,75.43,6.7,4.117,P6->P16->P29,57.58,0.42,0
N195,0.775,0.841,0.808,Sybil Attack,0.266,96,70.56,13.7,0.761,P3->P12->P26,20.73,0.043,0
N125,0.25,0.416,0.333,Normal,0.798,27,52.86,15.14,4.46,P9->P17->P24,35.47,0.943,0
N176,0.546,0.792,0.669,Normal,0.192,46,52.28,43.93,3.943,P5->P16->P29,8.33,0.959,0
N7,0.46,0.753,0.606,Sybil Attack,0.726,47,52.93,45.78,3.022,P10->P18->P28,46.04,0.173,1
N75,0.327,0.667,0.497,Sybil Attack,0.705,58,64.25,17.98,1.714,P2->P11->P25,4.06,0.171,1
